height_mm,rainfall_mm_per_h,speed_mm_per_min,time_to_recede_min
28.94,28.43,9.93,71.8
160.69,27.47,9.53,209.81
43.2,31.05,9.57,91.74
50.75,47.43,9.54,124.37
99.87,16.09,13.49,98.15
107.78,33.58,12.44,137.03
104.54,44.63,11.68,156.48
251.82,37.52,1.0,2574.49
149.38,32.84,11.2,182.65
182.05,45.02,3.38,606.54
289.42,0.0,12.59,229.97
123.37,40.17,15.9,137.85
173.55,20.19,6.3,305.97
236.58,2.54,8.95,268.06
10.0,37.67,7.6,69.66
10.0,50.6,14.94,82.6
234.61,27.94,10.38,267.93
249.2,44.29,16.91,213.78
406.42,54.18,11.66,429.99
215.81,49.72,10.97,271.32
281.97,54.6,10.27,356.38
180.45,41.13,13.27,197.66
229.72,31.13,3.05,800.07
366.73,5.97,10.34,363.58
10.0,26.31,9.72,49.75
241.36,17.35,12.9,213.1
413.56,62.56,9.25,540.98
228.2,27.36,5.85,431.46
365.06,31.85,10.03,411.76
137.08,38.27,5.67,299.23
196.8,30.65,2.3,902.0
203.35,55.43,12.91,240.67
10.0,20.66,12.32,39.11
83.18,32.92,11.87,119.47
90.31,18.86,15.21,87.66
282.21,10.2,7.34,399.78
287.22,20.82,4.28,703.0
232.4,29.44,9.72,283.27
282.41,23.56,8.61,363.34
183.59,19.61,6.63,306.29
320.19,8.91,9.68,344.12
200.88,28.75,7.55,309.07
205.79,7.43,2.66,785.95
173.44,41.4,8.24,272.71
268.45,31.24,5.45,539.01
157.88,8.14,10.93,156.7
297.64,25.36,7.38,441.58
86.79,18.72,14.45,88.15
90.11,34.79,16.42,107.07
268.74,50.11,12.72,286.48
191.15,1.87,3.8,506.37
154.61,31.73,16.02,144.09
289.01,27.6,16.3,218.67
139.27,40.07,10.08,198.34
179.98,33.2,15.29,167.49
339.92,18.72,7.79,464.25
353.91,25.21,2.54,1433.92
357.24,18.06,6.96,540.45
171.79,46.14,16.92,170.76
323.07,30.32,4.04,846.01
105.1,58.52,10.0,192.9
109.31,29.09,10.14,151.47
10.0,19.37,7.95,41.64
367.29,7.29,8.23,457.44
113.6,2.95,10.29,114.84
187.35,6.24,7.75,251.05
108.97,34.01,4.31,303.73
269.52,37.63,10.86,304.62
162.44,6.28,14.29,123.07
69.52,43.43,13.48,116.72
244.17,22.75,6.76,395.27
56.63,32.2,5.0,161.67
116.26,54.18,8.86,212.45
10.0,43.45,16.27,71.32
57.6,25.97,12.58,84.74
217.85,16.63,12.82,194.94
10.0,0.0,13.56,7.37
51.89,19.21,11.68,73.23
199.76,26.83,10.48,230.82
145.64,15.19,12.65,137.93
399.2,28.03,7.82,552.84
383.39,31.15,4.34,929.68
113.21,26.63,12.89,127.75
255.71,20.25,14.95,201.41
274.93,32.53,5.53,546.22
140.25,36.63,13.29,160.49
50.45,13.64,16.72,50.63
198.77,51.16,9.99,275.69
182.72,28.52,6.73,314.36
156.42,30.28,10.49,194.51
244.23,40.62,7.8,374.14
124.93,33.5,7.53,216.09
84.8,44.3,11.73,138.72
210.91,34.31,3.59,639.75
238.6,20.81,4.22,596.04
82.34,35.42,10.08,134.84
292.81,12.84,9.91,314.71
22.95,31.63,11.37,67.62
142.19,29.5,17.5,125.5
174.2,26.88,10.42,207.53
136.38,28.07,12.39,152.15
143.49,1.77,6.1,237.98
387.11,21.77,13.07,328.79
114.91,31.39,7.89,192.65
444.12,32.4,10.29,480.38
243.71,14.58,9.56,276.68
209.21,48.99,14.13,221.52
247.62,17.01,4.76,545.72
452.99,44.54,1.0,4596.74
100.64,36.41,9.15,164.65
87.96,20.31,11.87,104.54
124.51,56.63,10.61,202.31
203.21,12.1,14.93,154.27
27.42,43.79,11.75,89.02
202.23,45.01,7.74,328.64
369.35,19.94,1.0,3723.46
215.14,50.89,9.05,314.04
170.73,26.25,14.11,160.36
138.18,34.33,8.43,215.38
289.85,33.9,10.11,337.46
117.42,27.99,11.69,142.46
384.64,42.16,5.94,710.91
393.34,41.9,12.49,377.7
225.68,3.77,16.55,142.03
198.85,49.57,9.31,287.96
303.07,5.06,5.48,560.26
309.48,45.49,9.73,386.18
119.4,46.9,1.1,1153.39
147.34,13.64,11.35,150.3
67.77,23.84,11.81,93.14
240.91,13.41,16.7,164.36
266.66,26.78,9.22,329.26
65.01,25.38,11.63,93.95
154.48,41.69,6.55,298.22
65.27,49.65,8.57,150.61
110.12,50.94,3.9,358.82
255.1,21.57,9.22,309.01
126.65,26.86,8.78,184.56
169.92,4.75,11.2,158.88
37.27,17.91,7.51,76.52
218.7,44.47,10.33,278.35
195.57,54.23,8.67,307.02
127.1,11.48,8.67,163.76
181.1,21.11,10.32,207.13
218.03,29.6,10.16,258.96
118.51,34.2,13.04,142.16
52.37,17.86,9.52,81.81
380.56,36.36,8.6,497.03
136.67,22.89,9.28,181.67
190.32,29.78,7.14,311.18
301.08,38.19,8.56,409.01
500.0,30.1,18.12,321.01
75.55,23.45,6.35,154.17
244.98,28.36,8.89,318.25
129.24,28.67,8.45,195.96
146.12,24.45,9.01,198.83
127.98,26.12,8.68,186.7
87.43,53.98,11.12,159.62
195.87,38.41,3.16,677.6
52.55,25.57,14.15,75.49
294.68,40.45,12.53,295.86
205.5,24.99,5.03,446.16
242.24,47.6,1.0,2493.83
153.38,35.54,6.09,305.1
163.28,28.39,9.03,223.42
228.76,36.72,20.0,169.45
83.59,6.44,12.17,78.33
164.2,13.1,2.77,612.51
114.04,12.09,7.24,175.62
110.94,32.14,9.79,161.57
10.0,55.99,11.01,93.06
333.93,63.47,4.74,799.55
131.35,39.57,9.46,198.2
316.34,37.51,7.13,499.97
306.88,2.98,5.58,553.95
71.4,21.86,11.04,97.47
91.16,18.18,13.1,96.89
456.05,20.69,13.36,372.28
375.09,27.48,12.3,346.23
196.85,22.92,8.01,280.11
225.74,0.31,12.86,176.02
136.92,41.22,11.24,183.68
243.24,13.91,10.54,251.73
128.28,33.59,7.55,220.22
10.0,61.11,8.01,104.15
67.84,16.21,10.3,90.21
202.11,0.0,19.76,102.28
86.89,25.71,11.2,116.11
193.27,46.51,7.56,325.58
92.53,59.38,6.67,227.79
121.76,11.56,8.03,168.92
285.32,37.45,18.71,208.68
224.75,23.02,8.4,301.99
199.03,28.41,13.63,188.67
287.9,69.67,8.5,443.35
248.06,7.46,11.04,235.78
344.66,33.81,13.17,312.47
154.01,37.02,7.71,255.22
157.04,46.29,7.44,280.63
69.89,31.47,16.64,89.22
157.1,34.62,13.94,164.64
296.48,24.13,13.16,261.43
330.0,34.04,13.15,302.02
296.03,24.85,11.84,287.34
20.58,39.32,18.07,70.37
308.31,24.46,10.18,339.68
16.15,35.66,12.31,66.6
289.81,29.56,4.2,734.97
163.22,46.89,6.7,313.94
270.25,29.23,5.2,563.89
66.76,3.4,15.1,49.33
317.12,48.93,1.0,3244.56
53.5,16.41,8.39,88.38
133.15,20.19,1.0,1361.84
100.19,21.07,6.67,181.7
24.57,50.62,8.04,106.5
209.45,0.0,15.54,134.79
380.61,77.07,11.59,444.09
466.69,45.84,6.67,768.72
209.72,33.35,14.26,197.05
311.67,29.18,10.07,353.23
223.21,34.28,10.15,271.33
249.89,37.82,5.19,538.27
165.79,39.68,6.04,334.0
219.51,38.33,6.7,385.14
253.75,31.34,10.19,296.13
142.15,27.04,10.31,178.42
192.25,27.73,16.18,160.44
194.16,27.08,11.54,208.86
282.64,47.01,1.0,2896.91
93.4,38.9,11.05,142.87
194.85,0.0,4.2,463.93
391.2,39.84,6.14,697.3
316.41,32.92,6.75,518.04
334.92,29.72,7.35,500.46
202.44,24.17,4.5,486.19
232.1,46.86,10.81,284.92
300.22,44.21,4.36,755.41
356.03,18.41,11.43,339.18
10.0,36.11,18.95,59.44
68.46,15.43,4.68,169.33
330.94,9.31,8.86,387.4
172.31,20.6,1.0,1754.01
132.83,42.94,8.8,215.41
74.58,44.3,12.57,125.78
144.5,37.7,12.88,168.71
59.76,40.88,10.31,119.28
409.11,37.74,13.56,358.38
197.76,20.38,20.0,129.44
194.2,36.48,16.85,169.98
258.81,42.01,7.91,390.2
296.23,41.31,4.2,768.03
294.59,47.83,8.38,423.48
307.36,40.62,6.21,555.72
136.92,35.27,11.81,168.88
170.21,46.05,5.28,391.74
276.9,29.6,9.71,329.61
147.26,16.77,13.35,135.45
199.49,27.55,9.6,249.19
239.88,18.83,6.21,414.22
278.52,19.87,14.7,219.29
22.23,27.83,2.48,131.25
271.47,18.11,8.69,339.61
176.63,25.38,9.83,217.69
270.75,1.6,10.06,271.43
277.69,33.2,10.72,308.79
360.79,30.02,12.44,335.01
335.35,17.74,9.86,366.78
334.66,39.89,8.53,452.27
344.37,44.06,8.37,477.54
229.14,5.89,7.55,312.17
203.22,18.56,13.15,182.38
287.28,18.46,7.41,415.19
273.21,15.9,13.39,227.94
169.09,42.44,10.08,231.48
240.48,27.09,7.91,344.47
196.49,26.03,12.47,196.57
114.61,0.0,7.09,161.64
329.05,39.53,12.55,321.43
205.52,11.41,10.85,206.52
404.87,30.9,7.61,578.04
37.45,34.16,12.11,82.15
144.32,50.41,12.19,194.04
203.26,10.37,14.63,154.49
313.74,0.0,13.86,226.29
239.95,32.76,11.97,249.68
231.05,57.01,5.49,506.39
87.27,48.58,19.79,116.97
84.31,33.14,4.39,241.95
232.25,22.63,13.8,202.27
63.59,42.11,11.73,117.39
146.81,15.4,5.3,299.92
250.09,37.15,9.5,318.9
101.77,37.58,9.68,161.45
360.54,45.9,15.22,305.7
322.39,71.39,7.15,558.2
42.86,35.89,8.95,101.7
106.76,22.37,1.0,1101.18
10.0,29.62,16.94,50.33
121.74,3.46,5.72,218.1
276.64,19.58,11.31,274.02
158.61,23.86,9.59,201.11
246.08,22.14,9.61,289.33
47.77,32.29,13.24,84.51
279.8,17.66,16.69,194.19
144.49,46.82,11.01,201.51
201.22,30.0,12.62,204.44
190.71,29.86,11.32,213.33
72.85,25.08,14.07,89.4
84.69,32.33,8.15,152.43
296.78,42.38,14.3,271.08
239.9,16.99,14.44,191.6
305.0,20.13,14.33,243.03
232.47,25.44,7.36,354.04
214.3,9.81,9.33,244.49
27.4,17.71,10.96,51.57
172.96,22.86,4.52,417.23
197.26,43.12,16.38,185.1
395.31,33.94,9.95,448.17
268.7,32.9,11.14,290.65
353.61,42.76,7.69,523.85
259.75,27.94,4.69,595.46
128.87,35.86,7.58,223.71
211.71,28.45,10.88,237.32
223.62,33.98,12.69,227.14
106.08,21.26,10.65,131.52
161.56,0.0,11.39,141.88
179.42,27.99,8.65,249.36
360.56,51.34,11.98,377.86
10.0,43.89,15.93,72.12
320.58,44.48,12.82,316.8
106.32,48.54,13.24,153.13
62.79,31.33,11.18,103.18
317.99,32.96,3.99,846.94
273.19,20.74,5.82,500.39
325.45,25.26,11.82,313.24
280.07,39.24,9.96,340.16
405.98,48.06,11.76,417.33
255.87,27.91,16.71,195.03
184.35,23.25,12.9,177.73
234.29,30.01,15.04,200.84
324.35,39.02,10.38,371.04
122.06,8.34,6.77,192.78
134.81,0.0,9.77,138.01
169.1,21.74,6.78,281.99
10.0,11.69,16.23,23.69
213.81,22.38,13.16,196.02
11.39,27.78,12.08,51.1
205.31,23.2,14.94,172.19
286.53,51.79,1.92,1570.19
152.31,34.9,12.35,175.66
367.71,34.51,4.76,824.68
53.95,39.33,9.97,113.11
319.13,12.92,8.75,383.96
267.51,45.59,12.65,279.9
28.4,28.86,10.91,69.32
471.08,40.06,15.38,366.37
193.63,13.92,7.59,275.91
112.25,6.69,12.84,97.49
59.29,42.27,10.65,119.08
178.0,35.65,3.46,568.09
187.26,16.47,6.33,320.74
210.26,16.96,9.4,249.11
170.22,46.88,14.45,188.13
263.32,12.16,11.85,240.36
161.24,54.64,5.33,384.47
10.0,16.49,9.44,35.33
185.06,39.58,18.07,161.77
10.0,25.07,10.44,47.18
235.38,39.05,8.69,329.41
102.07,21.84,11.97,118.05
216.34,27.56,13.05,207.07
331.41,30.61,8.18,451.3
105.13,14.97,12.01,109.98
306.13,41.11,8.68,414.17
156.66,22.3,12.88,155.11
375.32,26.57,10.68,391.32
163.48,15.08,11.93,159.69
115.95,0.0,6.96,166.52
268.72,27.13,6.71,440.89
156.42,66.19,13.78,212.78
115.86,41.77,9.68,182.31
152.22,29.71,11.14,181.2
195.54,26.06,8.77,261.94
334.22,30.34,13.59,291.35
10.0,38.21,7.57,70.52
202.31,12.29,9.46,232.34
262.49,46.71,13.14,269.78
219.34,40.73,14.69,210.39
330.99,40.77,7.9,479.87
192.57,36.58,17.84,162.81
181.54,30.29,11.25,206.77
259.23,40.09,5.83,504.92
209.93,38.88,11.48,241.24
160.96,24.69,8.47,227.11
251.61,21.4,11.74,246.48
134.75,31.53,9.83,184.39
138.88,53.24,10.3,214.73
147.2,11.41,6.35,248.8
335.31,7.99,13.96,252.17
10.0,32.47,5.38,67.31
239.56,30.76,5.56,476.63
203.43,32.6,11.47,226.26
31.91,33.66,16.41,69.93
230.97,26.65,8.59,308.88
247.58,52.35,12.8,271.88
258.96,5.99,14.29,190.16
10.0,17.57,13.26,33.9
336.64,28.45,8.76,427.18
126.23,5.35,5.64,232.0
268.66,27.36,1.17,2337.63
274.11,54.92,8.95,388.69
112.33,30.31,14.71,121.82
266.05,33.46,5.5,533.62
161.45,11.1,12.8,142.77
10.0,20.75,6.2,47.26
316.77,24.37,10.42,340.44
122.5,25.23,12.83,133.32
114.55,49.22,7.36,229.43
159.69,38.37,10.68,207.05
227.22,13.33,8.34,292.45
194.27,33.7,12.82,202.08
254.81,37.47,10.94,289.1
66.05,47.1,10.23,135.24
125.76,53.71,16.23,158.03
188.4,14.77,12.65,171.1
389.79,17.84,7.24,565.24
188.62,11.14,9.66,212.03
308.52,26.49,9.7,357.92
203.86,37.0,10.32,253.0
151.63,44.81,20.0,143.03
175.33,28.86,11.48,195.97
183.16,25.2,1.86,1024.44
260.36,32.28,7.83,380.99
337.46,17.47,2.27,1512.49
235.97,61.34,8.68,363.84
318.71,5.89,2.05,1562.92
103.52,32.77,6.51,208.09
158.54,60.35,3.92,495.26
127.57,30.1,11.54,155.73
231.44,27.15,10.0,272.12
164.1,24.64,11.21,183.32
272.98,27.29,9.58,325.83
106.9,50.59,4.42,317.59
204.3,0.0,12.05,169.49
268.69,53.0,17.69,231.4
10.0,8.64,11.64,21.55
412.16,26.0,8.3,535.8
171.68,23.56,4.29,435.75
10.0,38.83,6.37,73.95
215.81,6.03,11.81,191.74
203.34,36.93,14.29,197.67
191.81,60.36,11.04,264.23
299.12,9.55,13.2,240.94
274.74,32.85,12.83,263.4
229.79,20.07,12.03,221.18
245.02,36.39,7.37,387.21
189.56,30.29,10.7,222.66
377.55,20.38,6.61,602.05
52.08,37.32,10.07,107.7
213.97,57.07,11.32,274.56
206.5,27.14,16.72,164.25
281.33,40.8,4.76,652.09
115.61,10.6,11.93,112.84
25.63,15.65,15.92,39.58
215.68,37.09,13.04,221.09
228.12,52.26,13.33,249.5
348.96,35.33,12.35,335.54
72.96,25.3,15.19,85.98
315.47,29.99,5.65,603.33
436.74,11.24,4.46,996.92
162.22,39.07,9.97,221.24
70.91,43.23,1.36,588.01
159.3,23.22,14.92,141.58
201.4,22.95,14.88,169.75
256.38,33.99,8.27,361.12
140.86,23.45,8.52,200.56
355.52,29.01,9.71,409.63
88.55,61.5,10.21,178.99
26.08,26.29,10.51,64.26
310.67,24.62,12.23,290.9
10.0,20.29,9.31,41.17
179.59,41.16,13.77,192.14
500.0,27.28,11.78,465.23
198.8,20.26,7.57,292.92
87.92,49.82,15.34,132.04
194.26,51.29,4.57,502.3
194.92,20.99,9.63,233.87
216.06,2.0,13.87,158.81
266.23,45.11,7.11,442.23
96.09,19.73,11.24,115.1
368.75,41.86,12.17,365.71
224.51,0.45,6.56,343.03
272.68,43.39,9.71,345.9
137.19,11.83,9.37,164.1
328.64,40.96,7.79,483.15
174.29,30.21,19.21,136.07
227.76,15.69,6.95,351.36
106.69,23.89,14.02,111.94
100.31,40.29,8.43,179.45
268.82,31.59,5.65,522.88
155.64,38.77,10.41,207.64
114.62,59.65,12.6,180.46
135.68,6.54,13.68,108.97
269.9,54.26,16.25,247.49
137.1,31.57,20.0,115.9
188.23,16.52,11.0,195.87
201.5,10.05,7.35,289.31
10.0,27.16,11.81,49.21
52.89,43.82,8.94,124.93
233.63,28.09,13.7,212.61
126.3,52.67,4.81,341.5
305.67,8.23,19.47,169.32
296.68,29.82,13.42,265.73
271.92,11.21,3.26,849.9
381.98,35.45,7.16,586.38
191.69,43.3,13.26,209.47
264.89,23.69,14.71,215.66
141.56,0.0,4.91,288.25
445.24,32.98,12.85,395.91
398.36,36.55,2.21,1856.85
201.19,36.06,9.64,262.74
238.66,48.54,14.45,237.99
335.93,13.93,7.79,451.92
185.29,40.2,3.97,526.75
134.34,47.89,10.58,198.75
287.4,3.32,7.58,384.08
207.84,34.79,12.52,218.23
218.3,22.44,6.46,371.65
116.57,28.78,6.91,211.88
28.23,35.22,1.92,200.18
223.61,22.69,10.68,243.42
290.5,19.86,9.36,340.28
177.42,30.51,5.25,383.94
343.64,13.69,10.78,339.46
129.61,13.71,14.11,112.44
94.53,40.19,9.14,163.74
193.28,12.77,11.07,193.71
191.74,39.99,11.09,232.84
277.0,36.94,5.18,589.87
122.5,4.11,18.23,73.38
336.81,19.84,8.12,444.72
396.69,47.91,12.62,386.09
196.09,15.28,13.08,172.87
324.97,23.03,9.44,378.74
94.35,36.93,12.43,131.32
307.52,41.75,10.98,342.62
304.73,26.23,4.33,743.19
286.34,21.04,8.67,361.79
198.44,51.34,7.55,339.85
10.0,56.08,8.15,96.39
135.83,44.68,4.78,350.94
137.41,31.28,14.51,141.65
102.17,17.88,16.41,89.09
212.22,17.54,13.91,178.86
158.1,37.84,15.08,161.59
117.54,36.28,8.62,190.75
94.12,51.02,7.45,202.79
128.45,39.76,6.89,246.18
312.15,7.45,12.58,259.39
133.9,45.78,10.91,191.42
148.51,15.03,9.69,175.78
154.33,24.24,15.18,138.02
233.9,33.75,11.62,251.92
245.62,59.94,6.65,459.52
10.0,76.65,7.28,128.72
302.16,39.1,12.73,296.05
343.64,27.25,14.17,283.44
94.98,38.02,12.21,134.84
102.77,43.31,17.59,123.41
154.97,25.19,16.54,131.48
124.4,56.93,11.76,191.14
222.39,33.45,6.65,384.82
10.0,37.47,4.76,77.21
88.21,39.99,8.45,164.36
353.92,36.32,13.01,326.46
107.18,42.58,17.31,125.81
324.34,20.74,11.67,309.05
235.53,21.63,14.67,192.94
19.07,13.5,9.02,41.39
263.53,36.59,12.49,265.87
188.23,41.68,13.29,204.12
154.45,36.87,2.08,797.28
224.5,55.12,8.35,351.65
247.46,29.92,13.8,224.21
270.76,40.03,11.1,304.02
317.83,13.62,5.21,630.01
240.81,24.19,1.0,2444.43
62.44,40.43,8.54,133.79
152.64,42.74,9.71,221.24
494.3,25.59,6.46,803.05
272.45,28.93,10.57,301.09
436.93,7.23,12.03,374.18
339.54,24.64,12.68,304.69
224.18,43.36,1.0,2306.84
230.14,38.63,4.74,543.18
196.34,37.51,8.78,279.85
26.22,30.75,12.29,67.46
201.8,30.11,11.96,213.94
321.07,20.1,11.89,300.23
140.04,40.48,8.47,226.13
241.2,36.31,8.69,332.04
285.16,37.38,7.09,458.46
109.03,22.11,13.07,116.57
154.87,0.0,6.32,245.12
98.21,46.46,13.4,142.98
117.78,22.82,10.83,142.97
71.24,17.06,9.82,98.13
109.96,40.4,7.37,209.73
341.95,24.12,4.58,783.14
108.45,45.9,7.41,215.22
212.65,39.26,8.68,303.87
149.71,40.25,1.0,1557.51
317.89,9.51,9.21,359.4
331.12,48.18,13.7,314.0
286.41,33.92,12.27,284.32
230.61,24.46,8.02,324.41
176.89,32.15,10.19,221.86
80.81,3.36,7.78,108.97
394.35,36.13,10.6,426.4
124.03,14.56,16.16,98.59
266.36,9.71,13.87,206.55
305.96,7.16,12.08,263.96
144.47,46.69,8.03,249.99
303.8,20.56,13.0,264.54
276.42,53.01,3.25,929.38
372.8,21.96,8.99,447.6
153.07,4.39,12.33,130.68
71.41,13.25,12.96,74.97
149.45,48.54,12.68,190.67
220.89,27.66,11.18,239.08
205.82,21.78,9.22,255.97
160.66,32.4,12.15,180.81
10.0,37.53,6.19,72.45
247.05,46.76,6.62,443.25
397.23,51.73,10.25,465.25
246.43,24.6,10.69,267.36
260.91,10.11,2.7,982.39
257.24,23.8,11.82,253.32
239.7,33.9,13.09,233.96
293.17,15.54,9.69,325.83
239.54,15.64,19.5,146.32
168.73,35.16,7.27,284.88
120.4,29.27,8.56,184.63
175.1,30.49,8.42,253.7
231.41,18.62,9.7,266.62
168.39,26.54,8.69,233.7
231.43,16.14,4.37,553.47
243.92,43.35,7.81,377.19
283.32,45.53,9.61,363.12
328.28,2.31,14.91,223.57
207.8,16.06,18.81,134.57
69.22,7.55,15.34,56.45
165.49,20.25,6.9,270.27
204.41,28.75,7.22,326.36
16.42,8.26,9.36,29.92
338.87,16.17,17.14,221.98
214.24,14.94,9.34,251.83
238.14,33.11,4.69,557.42
336.55,31.04,8.0,467.5
136.99,19.17,13.03,133.91
257.4,32.65,12.76,250.71
189.01,21.8,9.2,238.17
181.59,25.93,12.73,181.5
122.78,55.1,1.0,1310.46
366.56,50.11,10.42,427.1
162.45,10.51,13.44,136.61
269.95,42.45,6.67,468.47
12.5,42.17,6.65,82.04
318.0,12.78,2.53,1273.99
305.22,42.28,16.36,249.99
209.74,53.07,7.12,374.21
177.31,13.16,10.96,181.46
240.0,16.24,12.42,217.66
428.88,45.26,16.05,335.14
23.68,34.07,9.38,76.34
278.2,38.27,7.84,412.16
108.84,35.11,10.69,154.45
198.01,35.86,15.14,184.61
175.21,10.1,9.32,203.16
157.17,45.71,6.18,322.86
198.95,47.54,3.84,589.83
86.58,26.56,5.11,209.12
302.92,29.35,13.46,269.11
20.59,7.03,8.72,34.16
253.98,37.71,7.57,392.08
167.35,38.58,7.14,292.38
82.91,29.07,10.34,123.78
220.24,46.87,9.04,313.87
44.3,24.99,8.91,87.22
203.97,38.47,15.4,190.18
57.71,14.71,16.15,57.79
246.13,29.65,3.56,735.86
107.56,27.38,11.31,136.18
154.9,33.38,6.89,274.81
229.39,24.46,9.01,291.37
122.75,28.03,11.24,151.27
194.2,42.39,9.15,275.85
48.62,23.45,10.92,79.69
263.09,5.9,12.69,216.14
376.49,56.24,11.18,421.17
479.22,50.72,7.41,722.57
209.12,10.62,7.48,295.37
278.82,40.35,4.24,717.93
21.94,22.46,6.58,67.0
350.27,33.95,17.85,247.18
277.62,34.41,6.83,457.98
151.61,26.48,5.23,329.8
323.72,18.24,11.28,314.36
174.55,19.64,9.56,212.08
154.2,16.26,9.22,191.67
247.53,17.52,15.64,184.59
93.66,28.99,12.2,120.28
302.16,19.26,7.88,412.35
94.4,40.23,8.3,174.05
94.99,52.31,7.99,197.36
109.03,21.3,13.5,112.72
275.95,33.59,8.77,365.13
138.32,37.5,2.83,545.47
65.2,37.08,9.81,122.11
139.43,31.14,3.85,408.69
196.8,41.14,18.74,166.74
81.9,37.23,6.14,189.3
84.83,11.44,9.35,107.86
411.13,43.04,11.03,437.2
113.94,43.31,8.85,193.78
167.7,18.55,8.84,217.53
163.28,30.57,11.69,185.56
157.86,40.25,16.1,158.4
262.13,26.86,13.07,240.85
294.81,46.09,15.91,254.4
169.4,65.46,5.81,389.58
76.35,18.21,11.27,95.07
327.44,9.28,10.62,322.23
190.47,34.56,11.4,218.85
373.03,40.82,15.5,301.82
10.0,26.54,9.12,50.77
219.54,51.8,8.38,339.74
391.86,9.92,12.14,337.77
164.67,40.39,2.89,630.95
177.45,20.91,9.05,227.39
229.55,55.79,9.46,326.26
144.12,59.89,6.32,317.92
168.79,18.5,14.23,146.38
166.22,21.76,5.75,321.66
137.26,42.89,9.46,209.49
322.89,24.19,11.17,325.29
246.11,29.32,15.41,203.65
225.06,30.38,9.96,271.59
280.86,1.2,13.74,206.15
173.56,29.79,12.8,180.26
122.58,19.65,10.49,146.29
139.74,22.6,5.64,281.58
200.18,51.65,4.26,547.2
94.08,11.15,10.43,106.96
149.97,42.2,7.83,254.85
148.39,25.82,13.68,147.22
412.46,25.8,12.98,356.38
10.0,41.86,9.26,73.58
182.04,35.1,5.37,391.7
372.57,38.56,12.04,367.21
212.18,44.52,5.93,424.71
275.34,25.03,6.97,432.8
209.98,20.82,6.08,376.46
133.27,13.72,9.45,161.67
10.0,17.62,14.68,33.24
220.55,74.24,9.98,332.35
122.44,48.67,8.23,221.83
119.97,9.73,3.9,322.4
150.1,10.16,12.21,138.19
374.49,37.23,6.88,600.28
440.48,38.21,10.47,478.02
221.72,38.23,8.58,315.67
153.52,26.18,13.35,154.24
82.28,28.12,9.37,129.98
246.85,34.92,9.76,305.19
378.29,31.29,11.94,363.68
175.27,0.0,18.43,95.11
10.0,26.55,13.55,47.21
267.0,17.23,9.65,302.66
298.54,32.63,10.01,347.1
41.42,74.78,7.9,164.59
217.65,35.51,6.2,404.31
245.12,25.3,7.79,352.65
192.69,43.83,6.91,344.54
120.92,37.24,12.61,151.73
301.59,36.3,5.72,582.15
159.66,39.1,15.33,162.78
51.48,60.85,13.01,130.85
10.0,13.04,10.08,29.47
326.08,37.1,10.0,381.7
261.67,16.1,7.77,360.88
208.8,38.33,11.08,245.94
155.97,16.22,14.35,133.0
147.1,23.74,7.19,240.27
92.43,25.57,3.87,277.41
156.85,44.64,12.81,189.38
10.0,43.78,11.3,74.52
126.39,11.31,5.52,245.98
168.91,30.82,7.07,285.26
260.99,19.36,6.56,426.66
196.01,11.12,7.1,292.68
279.49,26.74,8.71,361.18
334.91,25.37,8.93,412.94
305.82,66.4,7.4,513.04
247.05,36.49,6.97,409.33
201.19,9.34,9.08,235.46
101.92,21.53,10.67,127.81
273.99,45.32,8.73,381.66
367.97,61.33,14.63,343.43
234.21,6.21,12.03,203.97
391.73,1.8,3.64,1079.87
47.44,58.06,12.09,126.32
84.58,35.84,12.42,121.86
285.52,16.98,8.26,371.09
226.43,38.02,4.02,620.4
331.38,0.0,10.03,330.31
198.45,30.05,9.97,244.14
113.2,34.92,5.51,257.7
178.64,43.86,4.2,491.63
46.73,14.79,9.65,70.61
87.14,31.29,9.07,143.03
297.24,16.12,8.33,380.97
287.28,33.83,9.67,347.94
236.3,16.57,5.59,447.66
27.89,23.88,8.26,69.58
164.16,15.06,12.13,157.89
77.5,39.77,8.6,149.77
317.65,42.88,3.31,1023.38
141.63,26.48,8.11,214.37
91.43,30.57,5.72,205.71
202.98,8.27,11.07,195.79
135.98,25.5,11.28,158.86
348.37,29.25,3.36,1079.19
126.52,69.31,13.04,201.02
60.08,13.32,5.55,128.2
10.0,51.96,16.24,84.1
196.92,44.95,9.8,268.27
143.81,34.21,5.01,338.1
57.11,56.38,5.43,189.7
318.92,35.58,11.39,333.32
266.72,35.84,8.43,369.98
197.18,29.2,9.61,248.91
336.43,48.35,16.45,277.03
266.25,46.45,7.2,439.31
117.71,20.61,10.24,145.88
96.08,10.21,15.68,76.59
281.8,26.96,11.08,294.72
239.64,18.0,3.57,697.58
216.97,29.05,12.02,224.06
115.35,48.56,5.35,288.53
260.79,23.14,15.63,201.6
124.45,29.36,6.71,229.55
189.8,30.87,20.0,141.21
344.69,42.73,15.87,281.3
133.92,0.0,6.81,196.54
42.7,20.9,10.08,73.71
94.75,33.17,13.01,122.55
299.43,48.0,13.13,299.97
225.47,22.62,11.77,225.51
187.11,1.85,15.01,127.45
149.09,39.3,9.51,215.75
248.54,20.47,8.53,321.96
115.09,12.16,8.61,151.86
230.57,20.63,13.43,202.59
126.87,27.23,11.46,151.55
110.23,20.93,11.17,130.12
136.25,0.0,13.18,103.37
162.46,43.46,1.8,969.85
195.12,49.12,11.24,247.27
223.55,39.77,10.87,265.23
