height_mm,rainfall_mm_per_h,speed_mm_per_min,time_to_recede_min
242.0,40.36,-1.96,-1.0
127.77,26.16,3.49,36.56
307.62,5.84,0.41,750.62
127.05,6.45,0.55,231.83
420.14,26.84,-1.11,-1.0
193.48,46.83,-0.54,-1.0
316.0,15.42,0.08,3776.53
452.03,43.48,-5.0,-1.0
360.35,38.2,-3.13,-1.0
313.18,12.39,0.34,929.17
229.73,1.82,-0.67,-1.0
233.2,5.09,-0.02,-1.0
367.79,36.42,-3.7,-1.0
497.66,9.98,-0.2,-1.0
364.74,18.56,0.14,2634.66
323.11,25.08,-1.53,-1.0
392.26,36.27,-2.53,-1.0
286.08,5.66,0.68,418.5
124.06,20.32,3.73,33.23
324.92,24.25,0.18,1790.65
483.05,27.04,0.43,1130.73
170.12,40.92,-1.08,-1.0
376.0,8.58,-2.99,-1.0
180.37,40.39,-1.59,-1.0
314.33,34.64,-0.48,-1.0
138.67,27.79,0.88,158.17
280.15,34.98,-1.03,-1.0
402.47,20.6,-0.81,-1.0
239.03,6.92,1.46,163.92
365.96,33.29,-3.95,-1.0
418.18,26.23,-3.08,-1.0
470.87,31.97,-1.48,-1.0
193.86,16.9,-0.64,-1.0
259.73,45.34,-1.79,-1.0
160.97,29.37,1.92,83.92
496.99,4.27,-4.9,-1.0
470.8,22.49,-3.16,-1.0
315.98,37.82,-0.67,-1.0
436.81,39.71,-3.23,-1.0
308.38,24.73,0.09,3392.5
349.43,44.74,-2.35,-1.0
135.65,13.38,2.76,49.21
402.11,20.53,-2.21,-1.0
151.09,44.93,1.5,100.99
430.43,44.81,-1.19,-1.0
412.81,34.29,-3.07,-1.0
383.5,42.95,-4.92,-1.0
114.46,4.44,1.4,81.97
221.25,43.25,-0.1,-1.0
205.25,16.03,0.78,262.7
244.05,8.92,-0.78,-1.0
135.06,11.97,0.0,35658.97
474.78,20.9,0.26,1792.46
321.52,12.56,-3.42,-1.0
222.21,16.03,0.88,252.85
258.79,6.75,-1.45,-1.0
278.88,14.81,-1.29,-1.0
340.24,28.61,-1.88,-1.0
306.27,22.09,-2.27,-1.0
467.76,17.34,-1.82,-1.0
298.79,37.32,1.1,272.09
496.86,44.68,-2.26,-1.0
440.57,37.84,-2.25,-1.0
183.4,16.6,-1.31,-1.0
472.24,37.22,-1.95,-1.0
146.55,7.6,3.77,38.88
426.98,6.52,-2.84,-1.0
252.25,17.28,-1.09,-1.0
451.19,40.39,-3.35,-1.0
447.22,12.32,-3.21,-1.0
422.37,3.16,-5.0,-1.0
416.01,6.59,-1.55,-1.0
221.87,42.94,-1.49,-1.0
132.37,31.69,-1.74,-1.0
261.19,12.66,0.52,504.36
169.41,27.76,-1.32,-1.0
377.98,26.38,-2.29,-1.0
238.44,32.77,1.82,131.35
490.24,11.66,-5.0,-1.0
356.39,43.22,-3.86,-1.0
428.99,15.47,-1.89,-1.0
153.01,34.71,2.19,69.74
444.81,0.81,-4.81,-1.0
469.1,18.63,-2.08,-1.0
294.82,17.59,-0.08,-1.0
342.5,27.17,-4.51,-1.0
405.92,3.64,-0.86,-1.0
169.94,39.51,1.62,105.19
301.03,10.89,-1.48,-1.0
259.47,33.85,1.28,202.1
158.55,40.16,2.12,74.82
247.01,28.09,-0.32,-1.0
127.27,37.04,0.05,2538.14
110.32,33.09,-0.56,-1.0
154.07,17.78,0.4,382.31
485.25,40.44,-2.0,-1.0
319.81,14.74,-1.68,-1.0
486.33,28.56,-5.0,-1.0
273.0,37.27,1.17,232.72
224.73,18.95,0.04,5902.93
302.46,15.14,-1.59,-1.0
275.8,22.97,0.53,522.66
142.27,40.9,2.86,49.67
356.33,46.5,-5.0,-1.0
186.42,27.25,0.79,236.8
347.84,33.07,-3.62,-1.0
360.08,45.16,-0.85,-1.0
160.81,4.93,0.58,275.46
124.54,11.6,1.71,72.91
412.3,35.45,-2.87,-1.0
283.92,41.19,-3.65,-1.0
123.27,42.85,0.09,1342.87
497.95,20.76,-2.37,-1.0
123.11,4.47,2.29,53.71
378.01,21.89,-3.54,-1.0
493.47,11.54,-1.39,-1.0
195.67,14.56,-0.93,-1.0
156.9,38.61,0.97,160.98
148.55,3.78,-0.25,-1.0
221.31,41.38,0.06,3678.98
140.42,21.38,1.93,72.62
376.86,29.8,-3.61,-1.0
124.92,4.48,-0.27,-1.0
303.77,16.87,-0.76,-1.0
498.68,4.49,0.62,810.09
425.59,48.08,-3.55,-1.0
346.09,40.36,1.6,216.4
222.5,22.98,2.78,79.99
349.56,11.18,-1.64,-1.0
310.82,46.67,-1.56,-1.0
270.43,17.23,-1.74,-1.0
152.28,8.05,0.37,406.25
454.64,28.16,-4.66,-1.0
279.91,47.19,-0.91,-1.0
177.85,0.19,2.47,72.1
247.1,11.91,-1.39,-1.0
265.65,46.92,-1.02,-1.0
431.02,8.55,-4.86,-1.0
393.45,5.66,-1.37,-1.0
407.72,28.51,-1.68,-1.0
104.41,43.09,1.05,99.31
266.46,23.86,-0.99,-1.0
292.54,49.73,-1.36,-1.0
107.68,33.96,1.68,64.24
203.93,3.7,-0.08,-1.0
404.12,49.64,-1.57,-1.0
154.84,20.39,0.77,200.05
314.12,14.37,0.54,577.54
186.08,27.89,1.15,161.15
104.85,15.22,1.24,84.5
196.48,4.32,2.31,84.95
490.35,0.07,-2.27,-1.0
420.61,22.48,-0.25,-1.0
483.83,41.84,-1.93,-1.0
295.14,28.62,-3.71,-1.0
143.89,49.96,2.52,57.14
319.18,14.34,-0.99,-1.0
281.75,14.02,-0.9,-1.0
437.74,7.99,-1.96,-1.0
139.23,8.2,0.09,1543.69
295.3,14.26,-0.61,-1.0
160.02,39.64,-0.49,-1.0
229.87,45.29,1.61,142.54
394.94,48.75,-2.12,-1.0
290.41,11.61,-1.48,-1.0
250.36,44.06,-1.89,-1.0
257.79,16.41,-0.17,-1.0
283.78,5.64,-0.56,-1.0
414.01,43.5,-1.56,-1.0
456.83,31.81,-4.11,-1.0
482.13,8.24,-5.0,-1.0
414.76,21.49,-1.21,-1.0
226.16,14.36,1.97,115.08
375.25,36.84,-3.29,-1.0
275.04,22.67,1.63,168.35
201.87,49.46,0.41,495.77
436.35,2.74,-2.37,-1.0
115.37,17.75,0.25,461.53
460.7,24.1,-4.68,-1.0
284.59,25.16,0.64,447.69
354.88,15.8,-2.71,-1.0
363.74,36.46,-2.81,-1.0
458.05,43.74,-1.09,-1.0
354.67,46.94,-4.37,-1.0
345.57,40.25,-3.74,-1.0
126.66,42.53,0.71,179.36
307.36,27.53,-0.63,-1.0
160.07,41.29,1.13,142.1
394.97,15.18,-2.4,-1.0
304.89,19.92,2.75,111.0
372.09,15.85,-2.06,-1.0
116.67,23.37,0.49,239.5
133.92,14.28,-0.53,-1.0
386.53,48.08,-1.68,-1.0
128.83,15.64,1.63,78.84
128.5,4.9,2.52,50.99
104.84,26.34,-1.28,-1.0
482.6,2.85,-3.19,-1.0
395.0,5.53,-1.28,-1.0
241.3,10.97,0.47,516.06
218.61,23.22,-0.18,-1.0
239.88,21.66,0.41,578.27
409.86,39.98,-3.31,-1.0
364.55,36.97,0.69,527.28
174.08,21.32,1.75,99.58
169.64,16.69,-1.71,-1.0
139.36,15.82,-1.01,-1.0
364.12,38.7,-3.21,-1.0
405.75,2.6,-1.04,-1.0
206.02,0.64,-1.99,-1.0
108.38,39.78,0.42,258.24
132.87,23.86,1.35,98.18
487.14,6.54,-2.97,-1.0
218.18,11.78,0.21,1056.28
407.69,46.63,-3.68,-1.0
349.87,42.98,-0.61,-1.0
252.78,35.49,-1.45,-1.0
182.27,24.11,-0.31,-1.0
148.55,26.02,0.87,170.55
346.01,48.76,-1.31,-1.0
409.85,48.29,-2.06,-1.0
357.56,10.76,-2.7,-1.0
312.12,40.56,-1.57,-1.0
116.78,9.86,0.84,139.78
487.4,10.68,-4.94,-1.0
419.49,33.8,-2.89,-1.0
217.13,20.25,0.41,529.28
491.99,46.58,-4.84,-1.0
340.75,4.45,0.33,1040.96
332.97,25.58,0.57,579.35
399.23,45.93,-3.86,-1.0
424.71,45.21,-0.21,-1.0
362.59,7.83,-1.84,-1.0
151.24,18.33,1.12,135.59
235.31,30.96,-1.1,-1.0
471.23,7.97,-1.33,-1.0
189.85,48.4,0.71,267.13
248.87,45.74,-1.71,-1.0
272.83,8.35,-2.48,-1.0
275.76,6.06,-2.95,-1.0
345.18,4.27,-1.17,-1.0
477.23,45.47,-1.91,-1.0
196.28,9.68,1.01,193.63
148.6,20.81,0.34,440.92
178.99,22.44,-1.53,-1.0
454.77,29.95,-3.57,-1.0
358.32,3.59,0.15,2466.44
214.36,11.34,-0.87,-1.0
426.38,46.57,-2.05,-1.0
444.55,45.42,-4.06,-1.0
438.61,39.06,-1.88,-1.0
467.57,0.97,-3.36,-1.0
200.9,16.35,1.56,128.69
402.02,31.4,-0.86,-1.0
284.22,13.76,-1.59,-1.0
436.8,45.48,-2.56,-1.0
391.4,31.69,-2.74,-1.0
410.58,3.6,-4.23,-1.0
362.46,45.45,-2.91,-1.0
170.97,47.89,0.59,290.96
318.01,3.89,-0.69,-1.0
493.87,26.62,-2.72,-1.0
474.96,15.17,-3.2,-1.0
117.27,19.64,2.23,52.66
165.93,8.98,0.44,380.52
152.69,28.9,1.53,99.93
390.39,47.9,-4.56,-1.0
427.11,25.15,-5.0,-1.0
185.4,4.15,0.57,324.34
302.34,31.0,-3.16,-1.0
436.28,17.01,-2.68,-1.0
393.12,42.8,-2.38,-1.0
316.89,21.73,1.21,261.43
336.14,9.64,-0.76,-1.0
303.34,9.56,-0.78,-1.0
219.02,38.44,1.07,205.6
326.01,13.28,-0.71,-1.0
375.55,38.36,-2.44,-1.0
449.33,10.29,-0.89,-1.0
354.52,16.08,-3.21,-1.0
404.45,23.27,-1.56,-1.0
164.03,47.16,-1.96,-1.0
284.62,46.59,-0.54,-1.0
103.73,10.34,1.25,82.84
198.67,17.91,2.53,78.59
390.58,7.47,-4.25,-1.0
496.72,25.5,-3.87,-1.0
139.67,23.03,1.84,76.02
260.6,45.04,-0.1,-1.0
420.03,46.5,-1.93,-1.0
181.61,19.18,-1.25,-1.0
322.03,24.59,-2.11,-1.0
393.23,44.81,-0.06,-1.0
346.39,40.34,-1.54,-1.0
175.21,0.18,0.81,216.06
242.15,16.0,-0.59,-1.0
413.52,21.09,-3.91,-1.0
321.69,11.49,0.18,1750.13
102.09,9.98,1.73,58.88
404.4,1.89,1.41,285.9
114.12,32.17,-0.66,-1.0
398.29,13.13,-0.75,-1.0
180.99,2.62,-1.78,-1.0
483.23,11.55,-2.6,-1.0
247.18,40.1,0.99,248.92
230.77,42.57,-3.42,-1.0
159.56,24.15,0.1,1644.07
222.24,20.8,-1.07,-1.0
450.66,48.89,-3.56,-1.0
498.53,10.03,-2.41,-1.0
247.32,10.77,1.21,204.77
279.44,14.59,-0.99,-1.0
388.83,8.64,-1.58,-1.0
454.48,18.97,-2.37,-1.0
337.22,45.54,-1.37,-1.0
256.61,30.77,-2.2,-1.0
265.05,20.6,1.01,261.86
378.25,46.72,-1.34,-1.0
101.29,2.42,1.58,64.13
347.84,10.51,-2.69,-1.0
242.2,28.29,-1.11,-1.0
417.68,30.78,-2.44,-1.0
137.2,1.98,-1.67,-1.0
335.28,20.15,-3.88,-1.0
292.39,32.46,-1.83,-1.0
356.93,34.9,-0.79,-1.0
125.94,31.91,-0.24,-1.0
331.99,16.03,-2.85,-1.0
324.59,4.68,-2.47,-1.0
324.26,21.36,-1.93,-1.0
341.4,6.44,-1.94,-1.0
370.59,47.38,1.54,240.26
422.0,23.76,-0.64,-1.0
207.93,15.86,1.46,142.62
430.02,38.32,-0.55,-1.0
299.3,24.9,-2.49,-1.0
130.82,15.5,-1.14,-1.0
123.42,40.6,-0.89,-1.0
233.7,43.36,1.66,140.37
413.96,33.65,-2.96,-1.0
383.07,2.35,-3.71,-1.0
415.45,28.32,-2.8,-1.0
306.91,38.16,-1.43,-1.0
276.08,6.83,-0.36,-1.0
158.98,11.43,0.79,202.11
231.28,44.12,-1.56,-1.0
273.61,1.01,0.29,935.71
135.44,37.64,-0.31,-1.0
188.24,23.69,-0.12,-1.0
339.29,22.34,-0.36,-1.0
394.27,0.35,-2.91,-1.0
499.34,40.97,-3.85,-1.0
473.25,17.99,-1.84,-1.0
357.03,27.04,-2.86,-1.0
268.5,33.87,-1.26,-1.0
354.47,35.13,-0.71,-1.0
414.26,47.8,0.94,441.39
147.33,26.57,1.43,102.69
263.96,19.99,0.07,3806.77
435.92,47.69,-1.56,-1.0
253.53,32.11,-2.15,-1.0
328.75,14.91,-1.11,-1.0
335.11,6.32,-1.4,-1.0
173.79,42.13,0.74,233.44
244.89,18.11,-0.27,-1.0
233.8,33.02,0.23,1009.94
110.48,23.54,0.43,258.12
109.68,9.95,0.99,110.66
432.68,30.08,-4.17,-1.0
209.23,3.03,-0.57,-1.0
307.23,20.67,1.01,303.01
219.49,27.33,0.28,774.73
476.27,21.8,-2.79,-1.0
203.72,37.43,2.81,72.58
271.86,41.4,-2.76,-1.0
449.09,38.56,-4.16,-1.0
436.77,1.94,0.2,2169.41
174.44,9.71,0.32,537.51
421.06,26.83,-2.57,-1.0
283.27,46.74,-2.63,-1.0
293.19,41.75,-0.26,-1.0
153.39,42.13,1.28,119.58
132.24,15.16,-0.96,-1.0
391.18,21.47,-2.12,-1.0
298.58,23.54,-1.49,-1.0
274.74,7.87,-0.36,-1.0
391.8,1.55,-3.6,-1.0
406.21,47.35,-0.18,-1.0
163.56,12.04,1.74,94.1
344.09,12.0,-1.99,-1.0
154.14,4.17,0.13,1150.69
400.55,46.43,-2.21,-1.0
362.78,28.99,-2.8,-1.0
482.65,33.35,-3.49,-1.0
127.58,45.58,0.32,400.25
122.82,17.28,3.19,38.49
212.87,31.08,1.29,164.87
204.68,1.94,1.36,151.04
198.79,9.34,0.57,350.62
462.5,41.56,-4.3,-1.0
199.82,38.34,-0.06,-1.0
208.78,17.53,1.37,152.62
403.76,18.84,-3.92,-1.0
279.9,26.68,0.16,1795.7
410.68,0.01,1.38,298.23
126.15,12.06,2.33,54.11
295.03,10.41,1.17,252.0
113.45,12.52,1.19,95.09
125.06,40.3,2.2,56.81
462.57,13.98,-3.7,-1.0
155.7,9.58,1.64,95.12
312.97,25.21,-0.15,-1.0
264.44,43.28,-0.21,-1.0
238.94,12.07,1.58,150.78
459.93,3.93,-3.41,-1.0
108.73,17.82,0.63,172.01
365.52,37.38,-1.51,-1.0
485.36,27.53,-4.4,-1.0
324.07,40.84,-0.9,-1.0
474.73,47.98,-5.0,-1.0
120.9,39.63,2.36,51.2
267.52,30.19,-0.61,-1.0
204.06,24.67,-0.82,-1.0
392.33,2.0,-3.17,-1.0
492.52,49.22,-3.28,-1.0
202.61,19.17,1.01,201.35
361.67,7.61,-0.8,-1.0
179.24,33.34,-0.85,-1.0
326.13,14.21,-2.53,-1.0
285.57,29.29,0.13,2203.19
488.8,29.34,-3.97,-1.0
343.41,22.29,-1.34,-1.0
239.8,41.81,-0.21,-1.0
145.64,13.25,1.01,143.95
160.5,22.43,1.68,95.4
190.13,26.88,-1.8,-1.0
200.39,33.18,-2.87,-1.0
440.25,39.2,-3.25,-1.0
324.49,19.74,1.46,222.65
309.36,32.3,1.94,159.49
145.91,7.53,3.29,44.38
444.06,46.63,-2.73,-1.0
389.13,19.15,-4.56,-1.0
127.07,36.48,-2.79,-1.0
383.13,1.02,-2.75,-1.0
317.42,10.26,-1.47,-1.0
132.69,24.35,2.62,50.57
283.32,43.91,0.47,604.73
293.88,26.36,-0.6,-1.0
166.31,46.49,-1.0,-1.0
478.28,24.19,-4.22,-1.0
439.99,24.52,-2.02,-1.0
367.61,5.99,-0.63,-1.0
284.92,40.13,-0.26,-1.0
264.71,12.35,-2.2,-1.0
360.39,44.98,-0.63,-1.0
318.17,45.54,-0.54,-1.0
124.91,47.17,-0.86,-1.0
305.0,26.01,-2.23,-1.0
422.56,33.85,-1.19,-1.0
283.7,38.93,-1.19,-1.0
120.78,6.55,3.18,38.03
414.51,30.05,-1.39,-1.0
180.55,1.71,-0.54,-1.0
203.45,24.88,-0.05,-1.0
165.88,7.74,0.44,380.25
232.09,9.15,-1.41,-1.0
402.7,18.25,-3.4,-1.0
307.75,21.62,-0.03,-1.0
181.95,31.16,1.45,125.62
451.13,3.72,-1.61,-1.0
451.83,25.18,-0.25,-1.0
448.23,9.13,-3.29,-1.0
195.52,28.7,2.56,76.49
280.5,31.87,-2.16,-1.0
494.0,27.84,-4.46,-1.0
408.8,36.91,-4.73,-1.0
110.87,16.78,0.22,497.97
126.08,38.26,-0.02,-1.0
285.57,21.64,-0.07,-1.0
463.69,24.21,-2.27,-1.0
315.48,32.41,-2.94,-1.0
299.13,0.92,-1.58,-1.0
142.19,32.7,0.02,6799.37
362.71,30.93,-4.29,-1.0
428.84,15.49,-3.76,-1.0
252.17,4.29,-1.68,-1.0
410.24,4.55,0.05,8548.52
485.79,46.16,-2.57,-1.0
181.51,34.46,1.18,154.06
309.33,6.36,-3.34,-1.0
214.86,17.84,1.64,130.79
417.14,29.62,-0.22,-1.0
331.04,41.78,-4.31,-1.0
353.83,2.18,-2.6,-1.0
419.17,11.83,-1.45,-1.0
258.39,44.49,0.38,675.17
466.04,0.46,-3.68,-1.0
313.21,10.07,-1.59,-1.0
163.18,47.95,-0.53,-1.0
378.36,30.67,-1.62,-1.0
417.3,13.08,-0.38,-1.0
226.7,3.35,-1.42,-1.0
442.87,1.41,-0.93,-1.0
462.46,12.24,-3.8,-1.0
210.76,44.07,-1.38,-1.0
493.41,20.8,-1.71,-1.0
156.28,36.02,1.82,85.87
180.81,45.91,1.47,123.08
173.69,20.4,-1.71,-1.0
457.6,9.56,-3.27,-1.0
361.72,25.86,-0.38,-1.0
160.84,45.4,0.45,354.36
276.13,40.22,-2.37,-1.0
346.12,3.29,-0.77,-1.0
133.39,34.63,-0.41,-1.0
452.97,28.59,0.16,2793.99
421.44,45.37,0.1,4097.71
302.08,6.12,-0.11,-1.0
486.85,26.7,-0.83,-1.0
267.1,43.97,-0.57,-1.0
493.64,20.5,-1.79,-1.0
367.17,24.1,0.54,673.83
353.87,3.52,-1.17,-1.0
166.38,13.91,-0.05,-1.0
452.77,16.23,-5.0,-1.0
271.0,47.26,-0.83,-1.0
164.89,14.13,1.59,103.95
105.04,23.04,2.37,44.36
323.9,33.57,-0.48,-1.0
310.96,8.11,-1.92,-1.0
387.74,24.32,-4.84,-1.0
456.1,36.93,-3.3,-1.0
131.76,43.34,0.23,583.39
392.6,31.31,-2.4,-1.0
174.96,33.45,1.18,148.5
443.27,6.31,0.55,812.14
427.63,47.29,-2.09,-1.0
316.32,6.63,-1.49,-1.0
384.1,38.73,-2.23,-1.0
225.74,13.24,-0.07,-1.0
288.47,46.68,-2.13,-1.0
428.65,36.0,-2.11,-1.0
283.71,37.69,-0.16,-1.0
243.12,10.95,-0.12,-1.0
297.68,22.15,-0.29,-1.0
431.3,30.89,-1.66,-1.0
234.08,38.5,-3.0,-1.0
169.5,5.2,1.26,134.5
384.81,48.12,-2.85,-1.0
430.39,44.51,-3.95,-1.0
140.25,13.52,-1.06,-1.0
195.95,41.14,0.69,283.65
156.79,25.92,0.1,1595.82
239.18,23.09,-2.91,-1.0
280.14,15.72,-0.08,-1.0
399.53,29.05,-4.15,-1.0
360.46,36.49,-1.39,-1.0
348.37,20.55,-1.13,-1.0
240.95,31.46,0.92,262.23
436.58,34.97,0.31,1423.3
288.51,35.56,-2.93,-1.0
491.64,2.6,-3.0,-1.0
353.66,42.99,-1.95,-1.0
150.51,22.91,1.15,131.38
370.47,13.12,-1.38,-1.0
230.04,12.09,-0.83,-1.0
374.53,24.15,-2.41,-1.0
127.86,44.34,-0.95,-1.0
169.95,18.92,1.78,95.36
442.29,37.49,-1.73,-1.0
190.87,4.84,1.47,130.03
434.82,23.8,-2.81,-1.0
211.71,49.58,-1.1,-1.0
357.15,38.52,-3.19,-1.0
377.66,10.53,-1.24,-1.0
305.06,25.07,-2.61,-1.0
222.12,11.68,2.55,87.05
185.06,20.48,-1.81,-1.0
113.28,39.0,1.28,88.65
221.58,38.56,2.13,103.81
361.27,11.41,-0.71,-1.0
475.32,46.11,-2.49,-1.0
448.48,29.63,-3.94,-1.0
406.43,19.0,-4.14,-1.0
415.38,25.1,-1.0,-1.0
365.99,30.25,0.6,610.72
204.11,27.99,-0.7,-1.0
462.88,24.32,-4.34,-1.0
368.29,25.25,-5.0,-1.0
324.18,8.82,-2.71,-1.0
144.4,40.64,0.39,374.51
278.82,27.09,1.61,173.13
284.14,6.55,0.17,1688.64
445.83,38.31,-2.0,-1.0
318.66,46.62,-1.79,-1.0
252.16,47.37,-1.4,-1.0
490.72,18.45,-0.8,-1.0
144.29,6.78,0.86,168.12
269.02,25.92,-3.84,-1.0
116.81,5.63,-0.18,-1.0
395.96,46.7,-3.25,-1.0
467.23,9.18,-3.49,-1.0
212.01,12.64,0.72,292.75
443.34,20.33,-2.59,-1.0
216.89,19.16,-0.28,-1.0
464.31,39.73,-0.67,-1.0
401.58,22.82,-3.06,-1.0
421.96,8.54,0.58,731.72
107.2,13.36,-0.08,-1.0
485.12,25.46,-2.72,-1.0
390.67,7.37,-2.33,-1.0
221.9,30.58,-0.03,-1.0
431.76,28.29,-1.65,-1.0
212.61,35.74,0.52,405.22
449.1,46.89,-3.62,-1.0
145.03,45.61,-1.13,-1.0
381.47,47.3,1.94,196.63
316.28,12.24,-1.89,-1.0
138.61,6.58,1.66,83.37
196.76,15.11,-2.38,-1.0
104.96,44.75,0.53,197.68
287.51,48.6,-1.07,-1.0
220.51,42.97,0.5,437.37
339.34,5.5,-5.0,-1.0
218.9,47.37,0.06,3632.53
219.97,21.17,-1.92,-1.0
397.28,0.47,-1.49,-1.0
119.26,22.12,-0.75,-1.0
461.16,2.3,-3.89,-1.0
440.91,27.19,-2.82,-1.0
367.12,16.93,-3.25,-1.0
337.29,23.67,-2.09,-1.0
456.92,30.66,-4.36,-1.0
174.13,43.44,-2.49,-1.0
131.59,33.1,2.21,59.51
195.8,21.7,-1.9,-1.0
417.83,40.97,-2.45,-1.0
113.87,45.28,1.99,57.2
333.12,5.99,-2.25,-1.0
498.18,26.6,-4.22,-1.0
442.28,14.23,-2.08,-1.0
308.58,2.35,0.59,522.02
125.46,33.43,-1.01,-1.0
432.55,43.14,-2.55,-1.0
339.59,8.15,-3.99,-1.0
145.97,40.62,-0.05,-1.0
137.54,42.67,0.68,203.5
463.85,45.72,-3.92,-1.0
367.68,13.26,-2.36,-1.0
431.71,45.2,-4.43,-1.0
451.59,16.03,-2.4,-1.0
328.71,27.62,0.3,1108.81
306.98,2.53,-2.72,-1.0
272.17,2.19,-1.66,-1.0
226.78,36.02,0.49,466.59
273.84,22.22,1.08,253.61
409.55,12.81,-4.34,-1.0
340.77,9.52,-1.66,-1.0
457.01,33.5,-2.15,-1.0
277.35,0.02,-0.93,-1.0
342.84,40.29,-5.0,-1.0
352.52,3.96,-0.77,-1.0
336.68,9.57,0.91,369.08
381.05,19.31,-1.64,-1.0
194.97,24.24,-1.5,-1.0
304.95,17.75,-1.82,-1.0
141.69,16.04,3.24,43.76
253.8,48.2,0.83,306.94
295.07,32.08,0.01,31485.04
360.89,1.17,-1.07,-1.0
480.21,21.51,-3.79,-1.0
340.26,43.75,-1.7,-1.0
397.44,15.07,-2.09,-1.0
302.51,4.73,-0.2,-1.0
353.64,37.92,0.73,486.46
128.37,30.3,2.39,53.63
201.76,28.52,-2.15,-1.0
244.74,2.68,-0.11,-1.0
289.0,7.02,0.22,1343.1
118.26,31.13,1.75,67.74
156.01,10.39,-0.5,-1.0
210.73,25.2,4.26,49.42
488.61,27.24,-4.8,-1.0
232.54,14.18,-1.95,-1.0
292.82,47.42,-0.58,-1.0
178.44,42.12,3.39,52.62
344.31,36.12,-2.7,-1.0
212.27,3.9,-0.52,-1.0
182.8,5.31,1.79,102.24
306.63,24.64,-1.09,-1.0
102.2,8.04,0.48,214.68
103.07,48.91,1.82,56.7
187.63,7.93,0.53,352.35
114.69,24.37,2.4,47.81
143.21,18.21,2.51,57.17
235.54,31.97,0.11,2241.95
421.03,6.45,-1.77,-1.0
328.82,21.52,-0.97,-1.0
305.07,13.74,-0.32,-1.0
217.4,44.39,-0.09,-1.0
472.7,2.03,-2.73,-1.0
258.81,45.69,1.21,214.44
134.84,41.65,2.93,46.09
346.83,14.88,-3.73,-1.0
145.54,39.46,0.56,260.03
238.09,1.56,-1.41,-1.0
302.96,48.34,-1.5,-1.0
449.69,26.33,-1.89,-1.0
297.42,15.16,0.03,9923.47
380.9,18.13,-1.98,-1.0
497.13,3.32,-5.0,-1.0
152.6,49.47,-0.97,-1.0
209.89,1.96,1.25,168.48
257.83,32.75,-4.69,-1.0
268.73,22.14,1.09,245.68
264.41,47.45,0.14,1919.33
463.04,12.3,-0.66,-1.0
385.61,26.6,-2.15,-1.0
343.16,24.12,-4.52,-1.0
223.75,35.14,0.41,548.33
429.52,3.4,-0.38,-1.0
482.02,9.69,-1.43,-1.0
428.48,10.73,-3.28,-1.0
100.63,36.91,1.12,89.53
354.56,9.46,-2.34,-1.0
120.45,28.67,-0.43,-1.0
203.04,10.76,1.4,144.76
123.81,43.08,-1.03,-1.0
341.52,47.11,-2.76,-1.0
374.64,25.92,-3.4,-1.0
145.8,17.62,-1.69,-1.0
253.54,11.7,-0.32,-1.0
282.49,2.49,0.92,307.96
247.62,13.43,-0.75,-1.0
148.41,32.71,-1.74,-1.0
267.58,26.68,0.58,458.08
400.47,47.2,0.52,764.49
128.4,19.81,-0.25,-1.0
132.07,34.69,-0.04,-1.0
241.91,24.47,0.35,682.57
476.69,25.63,-0.33,-1.0
367.43,13.39,-2.45,-1.0
371.47,22.75,-3.71,-1.0
244.77,23.54,0.5,490.08
337.46,35.33,-0.18,-1.0
104.05,47.03,0.97,107.42
354.44,16.47,-2.38,-1.0
465.31,2.11,-1.16,-1.0
345.03,24.81,-0.66,-1.0
449.48,27.22,-3.65,-1.0
389.59,8.42,-1.82,-1.0
148.22,38.02,-1.51,-1.0
460.98,49.25,-1.58,-1.0
126.58,47.29,0.34,371.33
313.59,9.86,-1.79,-1.0
156.85,43.77,0.38,410.46
104.68,35.22,1.01,103.27
268.81,22.69,0.65,410.87
218.02,27.03,0.71,308.6
294.4,42.48,-1.18,-1.0
330.88,24.01,-0.16,-1.0
117.5,18.66,1.43,82.39
149.2,24.66,-0.13,-1.0
323.46,28.96,-1.42,-1.0
237.27,9.45,-0.6,-1.0
391.67,45.05,-1.16,-1.0
360.92,33.71,-2.16,-1.0
438.24,31.66,-2.97,-1.0
377.0,4.97,1.18,318.63
271.97,30.21,0.69,394.23
369.19,6.05,-2.83,-1.0
210.15,3.93,0.75,278.39
222.53,26.37,-0.05,-1.0
415.59,20.14,-1.57,-1.0
278.57,29.44,-0.58,-1.0
419.35,4.46,-0.41,-1.0
428.97,21.55,-1.77,-1.0
443.02,8.74,-2.52,-1.0
466.65,49.36,-1.1,-1.0
272.39,28.06,-0.37,-1.0
227.55,34.37,-0.09,-1.0
332.88,16.27,-0.86,-1.0
248.47,4.74,-0.63,-1.0
340.43,48.79,-1.39,-1.0
382.23,14.31,-2.7,-1.0
375.36,21.19,-2.88,-1.0
249.82,32.49,-2.0,-1.0
166.74,1.23,-1.76,-1.0
272.21,40.51,-2.04,-1.0
157.04,26.83,0.17,933.51
456.04,13.91,-2.41,-1.0
238.35,3.08,-0.79,-1.0
161.78,8.12,-3.15,-1.0
110.18,44.75,3.26,33.8
358.33,34.3,0.05,7717.51
354.76,12.5,-0.88,-1.0
236.24,3.28,2.5,94.54
128.68,34.53,-0.75,-1.0
263.85,28.62,2.19,120.32
224.49,20.23,-1.69,-1.0
